    ,name                                      ,class_name              ,input_shape          ,output_shape         ,nb_params
184 ,_blocks.13._expand_conv                   ,Conv2dStaticSamePadding ,"(-1, 192, 7, 7)"    ,"(-1, 1152, 7, 7)"   ,tensor(221184)
185 ,_blocks.13._bn0                           ,BatchNorm2d             ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,tensor(2304)
186 ,_blocks.13._depthwise_conv.static_padding ,ZeroPad2d               ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 11, 11)" ,0
187 ,_blocks.13._depthwise_conv                ,Conv2dStaticSamePadding ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,tensor(28800)
188 ,_blocks.13._bn1                           ,BatchNorm2d             ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,tensor(2304)
189 ,_blocks.13._se_reduce.static_padding      ,Identity                ,"(-1, 1152, 1, 1)"   ,"(-1, 1152, 1, 1)"   ,0
190 ,_blocks.13._se_reduce                     ,Conv2dStaticSamePadding ,"(-1, 1152, 1, 1)"   ,"(-1, 48, 1, 1)"     ,tensor(55344)
191 ,_blocks.13._se_expand.static_padding      ,Identity                ,"(-1, 48, 1, 1)"     ,"(-1, 48, 1, 1)"     ,0
192 ,_blocks.13._se_expand                     ,Conv2dStaticSamePadding ,"(-1, 48, 1, 1)"     ,"(-1, 1152, 1, 1)"   ,tensor(56448)
193 ,_blocks.13._project_conv.static_padding   ,Identity                ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,0
194 ,_blocks.13._project_conv                  ,Conv2dStaticSamePadding ,"(-1, 1152, 7, 7)"   ,"(-1, 192, 7, 7)"    ,tensor(221184)
195 ,_blocks.13._bn2                           ,BatchNorm2d             ,"(-1, 192, 7, 7)"    ,"(-1, 192, 7, 7)"    ,tensor(384)
196 ,_blocks.13                                ,MBConvBlock             ,"(-1, 192, 7, 7)"    ,"(-1, 192, 7, 7)"    ,tensor(587952)
197 ,_blocks.14._expand_conv.static_padding    ,Identity                ,"(-1, 192, 7, 7)"    ,"(-1, 192, 7, 7)"    ,0
198 ,_blocks.14._expand_conv                   ,Conv2dStaticSamePadding ,"(-1, 192, 7, 7)"    ,"(-1, 1152, 7, 7)"   ,tensor(221184)
199 ,_blocks.14._bn0                           ,BatchNorm2d             ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,tensor(2304)
200 ,_blocks.14._depthwise_conv.static_padding ,ZeroPad2d               ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 11, 11)" ,0
201 ,_blocks.14._depthwise_conv                ,Conv2dStaticSamePadding ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,tensor(28800)
202 ,_blocks.14._bn1                           ,BatchNorm2d             ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,tensor(2304)
203 ,_blocks.14._se_reduce.static_padding      ,Identity                ,"(-1, 1152, 1, 1)"   ,"(-1, 1152, 1, 1)"   ,0
204 ,_blocks.14._se_reduce                     ,Conv2dStaticSamePadding ,"(-1, 1152, 1, 1)"   ,"(-1, 48, 1, 1)"     ,tensor(55344)
205 ,_blocks.14._se_expand.static_padding      ,Identity                ,"(-1, 48, 1, 1)"     ,"(-1, 48, 1, 1)"     ,0
206 ,_blocks.14._se_expand                     ,Conv2dStaticSamePadding ,"(-1, 48, 1, 1)"     ,"(-1, 1152, 1, 1)"   ,tensor(56448)
207 ,_blocks.14._project_conv.static_padding   ,Identity                ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,0
208 ,_blocks.14._project_conv                  ,Conv2dStaticSamePadding ,"(-1, 1152, 7, 7)"   ,"(-1, 192, 7, 7)"    ,tensor(221184)
209 ,_blocks.14._bn2                           ,BatchNorm2d             ,"(-1, 192, 7, 7)"    ,"(-1, 192, 7, 7)"    ,tensor(384)
210 ,_blocks.14                                ,MBConvBlock             ,"(-1, 192, 7, 7)"    ,"(-1, 192, 7, 7)"    ,tensor(587952)
211 ,_blocks.15._expand_conv.static_padding    ,Identity                ,"(-1, 192, 7, 7)"    ,"(-1, 192, 7, 7)"    ,0
212 ,_blocks.15._expand_conv                   ,Conv2dStaticSamePadding ,"(-1, 192, 7, 7)"    ,"(-1, 1152, 7, 7)"   ,tensor(221184)
213 ,_blocks.15._bn0                           ,BatchNorm2d             ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,tensor(2304)
214 ,_blocks.15._depthwise_conv.static_padding ,ZeroPad2d               ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 9, 9)"   ,0
215 ,_blocks.15._depthwise_conv                ,Conv2dStaticSamePadding ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,tensor(10368)
216 ,_blocks.15._bn1                           ,BatchNorm2d             ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,tensor(2304)
217 ,_blocks.15._se_reduce.static_padding      ,Identity                ,"(-1, 1152, 1, 1)"   ,"(-1, 1152, 1, 1)"   ,0
218 ,_blocks.15._se_reduce                     ,Conv2dStaticSamePadding ,"(-1, 1152, 1, 1)"   ,"(-1, 48, 1, 1)"     ,tensor(55344)
219 ,_blocks.15._se_expand.static_padding      ,Identity                ,"(-1, 48, 1, 1)"     ,"(-1, 48, 1, 1)"     ,0
220 ,_blocks.15._se_expand                     ,Conv2dStaticSamePadding ,"(-1, 48, 1, 1)"     ,"(-1, 1152, 1, 1)"   ,tensor(56448)
221 ,_blocks.15._project_conv.static_padding   ,Identity                ,"(-1, 1152, 7, 7)"   ,"(-1, 1152, 7, 7)"   ,0
222 ,_blocks.15._project_conv                  ,Conv2dStaticSamePadding ,"(-1, 1152, 7, 7)"   ,"(-1, 320, 7, 7)"    ,tensor(368640)
223 ,_blocks.15._bn2                           ,BatchNorm2d             ,"(-1, 320, 7, 7)"    ,"(-1, 320, 7, 7)"    ,tensor(640)
224 ,_blocks.15                                ,MBConvBlock             ,"(-1, 192, 7, 7)"    ,"(-1, 320, 7, 7)"    ,tensor(717232)
225 ,_conv_head.static_padding                 ,Identity                ,"(-1, 320, 7, 7)"    ,"(-1, 320, 7, 7)"    ,0
226 ,_conv_head                                ,Conv2dStaticSamePadding ,"(-1, 320, 7, 7)"    ,"(-1, 1280, 7, 7)"   ,tensor(409600)
227 ,_bn1                                      ,BatchNorm2d             ,"(-1, 1280, 7, 7)"   ,"(-1, 1280, 7, 7)"   ,tensor(2560)
228 ,_fc                                       ,Linear                  ,"(-1, 1280)"         ,"(-1, 4)"            ,tensor(5124)
